"global_id","entity_id","content_type","content_title","content_topic","portal_name"
"1337","647","video","Teepa Snow: How NOT To Get Hurt","Mobility & Fall Prevention","lifetime"
"1216","566","article","Medication Changes After Hospital Discharge","Medications","lifetime"
"1218","568","article","Insulin: 3 Mistakes To Avoid","Medications","lifetime"
"1220","570","article","Pain Medication: Do's & Don'ts","Medications","lifetime"
"1221","571","article","Blood Thinners: Do's & Don'ts","Medications","lifetime"
"1222","572","article","Medications That Increase Falls Risk","Medications","lifetime"
"1223","573","article","Medications That May Cause Memory Problems","Medications","lifetime"
"1411","706","article","Predict The Risk: 50 Safety Checks To Do Today","Dementia Safety & Injury Prevention","lifetime"
"1412","707","article","Frauds & Scams: Online & Phone","Dementia Safety & Injury Prevention","lifetime"
"1413","708","article","Living Alone With Dementia","Dementia Safety & Injury Prevention","lifetime"
"1407","710","article","Medications: Dementia Safety","Dementia Safety & Injury Prevention","lifetime"
"197","197","article","Care Chat: Dementia & Driving","Dementia Safety & Injury Prevention","lifetime"
"1262","603","video","Scam Vulnerability With Dementia","Dementia Safety & Injury Prevention","lifetime"
"1727","824","elearn","Care Chat: When It's Time To Stop Driving","Dementia Safety & Injury Prevention","lifetime"
"1416","711","article","Dementia Fall Prevention: 5 Steps","Dementia Safety & Injury Prevention","lifetime"
"1417","712","article","Kitchen Safety","Dementia Safety & Injury Prevention","lifetime"
"1415","709","article","Wandering: Reduce The Risk","Dementia Safety & Injury Prevention","lifetime"
"1418","713","article","Grabbing & Hitting: How To Respond","Dementia Safety & Injury Prevention","lifetime"
"1419","714","article","Cheat Sheet: 6 Ways To Avoid Getting Hurt While Transferring","Dementia Safety & Injury Prevention","lifetime"
"1741","845","elearn","Meal Planning a Heart Healthy Diet",NULL,"aacog"
"1198","540","article","Bathroom Transfers","General Care Tasks In The Bathroom","buchanan"
"334","334","video","Good Morning Stretches",NULL,"uwca"
"1207","559","elearn","Heart Failure Team: You're In Control","Heart Failure","esmv"
"1173","545","article","Heart Failure: What To Expect","Heart Failure","esmv"
"1738","833","elearn","Meal Planning for Diabetes",NULL,"uwca"
"1812","865","article","Promoting Social Skills",NULL,"thrivealliance"
"1173","543","article","Heart Failure: What To Expect","Heart Failure","eldersource"
"1207","557","elearn","Heart Failure Team: You're In Control","Heart Failure","eldersource"
"1172","544","elearn","Heart Failure Zones & Signs To Seek Medical Attention","Heart Failure","eldersource"
"1838","890","article","How To Help With Healthcare Visits",NULL,"northampton"
"1746","841","elearn","Try It Out: Eating Safely Post-Stroke",NULL,"northampton"
"1741","837","elearn","Meal Planning a Heart Healthy Diet",NULL,"northampton"
"1742","838","elearn","Try It Out: Completing Skin Checks",NULL,"northampton"
"1744","840","elearn","Preparing for Discharge",NULL,"northampton"
"1890","914","article","Kidney Transplants",NULL,"aaanm"
"1888","912","article","Dialysis: A Caregiver’s Role & Tips",NULL,"aaanm"
"1927","919","elearn","Getting Unstuck: Moving After Freezing",NULL,"aaanm"
"1928","918","elearn","Try It Out: Easing Healthcare Anxiety",NULL,"aaanm"
"1889","913","elearn","Try It Out: Avoiding Dialysis Mistakes",NULL,"aaanm"
"970","404","article","Skills for Responding to Communication Changes",NULL,"agingpartners"
"973","408","article","Hearing or Vision Problems",NULL,"agingpartners"
"1032","448","article","Conversation Guide For POA","Documents & Decision Making","lehigh"
"972","405","article","Claire’s Story: Communication Changes",NULL,"agingpartners"
"1838","890","article","How To Help With Healthcare Visits",NULL,"nacog"
"1744","840","elearn","Preparing for Discharge",NULL,"nacog"
"1742","838","elearn","Try It Out: Completing Skin Checks",NULL,"nacog"
"1599","816","article","Waiting For A Diagnosis",NULL,"buchanan"
"1735","833","elearn","Care Chat: Discussing End Of Life Wishes",NULL,"nacog"
"1358","664","article","5 Ways To Support Lung Health","Lung Health","psa3"
"1602","817","article","Accessibility & Participation",NULL,"buchanan"
"1603","822","article","Relationships & Finding Your Community",NULL,"buchanan"
"1876","911","video","Managing Parental Shame & Differing Opinions",NULL,"buchanan"
"1359","666","article","Normal Vs. Not Normal: Lung Health","Lung Health","psa3"
"1569","803","article","Grieving For Daily Losses",NULL,"buchanan"
"1570","804","article","Guilt & Anger: Feelings Or Fuel",NULL,"buchanan"
"1360","667","article","SOS for SOB","Lung Health","psa3"
"1594","805","video","CPAP Machines For Sleep","Lung Health","psa3"
"1234","591","elearn","Try It Out: Respond To Behavior Changes","Behavior Changes","nacog"
"1573","807","article","Finding Hope & New Possibilities",NULL,"buchanan"
"1740","845","elearn","Try It Out: Reducing Mental Fatigue (For Parents)",NULL,"buchanan"
"1361","668","article","Exercise Is Medicine","Lung Health","psa3"
"335","335","article","Brain Boost Exercises",NULL,"buchanan"
"243","243","article","Delirium, Depression, and Apathy",NULL,"buchanan"
"401","395","article","Communication Changes with Teepa Snow",NULL,"buchanan"
"211","211","article","Showering",NULL,"buchanan"
"1362","669","article","Exercise Guidelines: Chronic Lung Conditions","Lung Health","psa3"
"1363","665","article","5 Skills For Making Every Activity Easier","Lung Health","psa3"
"1364","670","article","50+ Ways To Make Every Day Easier","Lung Health","psa3"
"316","316","video","Busy Boxes and Rummaging Bins",NULL,"buchanan"
"1366","671","article","What NOT To Say To Someone With A Chronic Lung Condition","Lung Health","psa3"
"1367","672","article","Lung Health: Fear & Anxiety","Lung Health","psa3"
"1056","470","article","Trigger Tracking Tool: Aggression",NULL,"buchanan"
"1059","474","article","Staying Safe",NULL,"buchanan"
"1060","475","article","Track Wandering To Find Triggers",NULL,"buchanan"
"1070","477","video","Recognize & Respond to Wandering",NULL,"buchanan"
"1064","480","article","Early Signs Of Withdrawing",NULL,"buchanan"
"1065","482","article","Activity Ideas For Withdrawing",NULL,"buchanan"
"1482","758","video","Cómo Manejar Sus Etapas De Duelo","End Of Life Care","kern"
"1066","483","article","When Others Don’t Think Withdrawing Is A Problem",NULL,"buchanan"
"1071","481","video","Recognize & Respond to Apathy",NULL,"buchanan"
"1170","545","article","Common Heart Failure Symptoms & What You Can Do","Heart Failure","eldersource"
"1086","490","article","11 Dementia Friendly Activity Ideas",NULL,"molina"
"368","362","story","Family Issues",NULL,"agingpartners"
"371","365","story","Contingency Plans",NULL,"agingpartners"
"370","364","story","One Fall Away",NULL,"upcap"
"1184","527","article","20+ Ideas for Managing Caregiver Stress","Hispanic/Latino Caregiver Wellness","psa3"
"1204","588","article","Conversaciones De Cuidadores: Valores Culturales De Hispanos/Latinos","Hispanic/Latino Caregiver Wellness","psa3"
"1205","587","article","¿Cómo Afectan Los Valores Al Cuidado?","Hispanic/Latino Caregiver Wellness","psa3"
"1206","586","article","Rociar Valores En La Vida Cotidiana","Hispanic/Latino Caregiver Wellness","psa3"
"1829","885","article","Routines To Reduce Anxiety","Parkinson’s Disease & Anxiety","psa3"
"1830","886","article","Building Routine: Activity Ideas","Parkinson’s Disease & Anxiety","psa3"
"1835","887","article","Disruptions To Routines","Parkinson’s Disease & Anxiety","psa3"
"1833","884","article","When The Routine Isn’t Working","Parkinson’s Disease & Anxiety","psa3"
"1834","888","article","4 Strategies For Managing Anxiety","Parkinson’s Disease & Anxiety","psa3"
"1836","889","article","Manage Anxiety Away From Home","Parkinson’s Disease & Anxiety","psa3"
"1287","632","video","Teepa Snow: Talk About The Future",NULL,"agingpartners"
"1837","890","article","When Anxiety Strategies Don’t Work","Parkinson’s Disease & Anxiety","psa3"
"1928","918","elearn","Try It Out: Easing Healthcare Anxiety","Parkinson’s Disease & Anxiety","psa3"
"1342","652","video","Teepa Snow: Intro to Meaningful Activities",NULL,"agingpartners"
"400","394","elearn","Try It Out: Responding to Repetition",NULL,"upcap"
"985","422","article","Agitation or Aggression","Communication Changes","upcap"
"1280","624","article","5 Surprising COPD Facts",NULL,"region9aaa"
"1284","627","article","Flare-Up Signs & Triggers",NULL,"region9aaa"
"1282","631","article","COPD Stages: What To Expect",NULL,"region9aaa"
"1283","626","article","Breathing & Coughing Techniques",NULL,"region9aaa"
"1275","625","article","Home Oxygen FAQs",NULL,"region9aaa"
"1281","629","article","How Is COPD Diagnosed?","COPD Management","region9aaa"
"1595","803","video","Smoking Cessation","COPD Management","region9aaa"
"1285","630","elearn","COPD Flare-Up Action Plan","COPD Management","region9aaa"
"1279","622","article","Inhalers: 3 Types For COPD","COPD Management","region9aaa"
"1278","621","article","Inhalers: Tips, Types & Techniques","COPD Management","region9aaa"
"1276","623","article","Home Oxygen: Dos and Don'ts","COPD Management","region9aaa"
"1277","628","article","Does Oxygen Therapy Impact Quality Of Life?","COPD Management","region9aaa"
"1210","562","article","Medication Reminders & Tools","Medications","aaanm"
"1358","664","article","5 Ways To Support Lung Health","Lung Health","region9aaa"
"1359","666","article","Normal Vs. Not Normal: Lung Health","Lung Health","region9aaa"
"1360","667","article","SOS for SOB","Lung Health","region9aaa"
"1038","466","article","Refusing To Discuss POA","Documents & Decision Making","northcarolina"
"1051","465","article","4 Ways To Reduce Agitation","Behavior Changes","eldersource"
"1053","467","article","Considerations For Daily Routines","Behavior Changes","eldersource"
"1818","882","video","Transition to Adulthood & IDD",NULL,"newyork"
"1816","881","article","Providing Person-Centered Care",NULL,"newyork"
"1811","879","article","Responding To Aggression In People With IDD",NULL,"newyork"
"1195","537","article","Preventing Bedsores","Mobility & Fall Prevention","buchanan"
"318","318","article","Hallucinations and Brain Changes",NULL,"newyork"
"1741","837","elearn","Meal Planning a Heart Healthy Diet",NULL,"mercycare"
"1741","837","elearn","Meal Planning a Heart Healthy Diet",NULL,"ageoptions"
"197","197","article","Care Chat: Dementia & Driving","Dementia Safety & Injury Prevention","buchanan"
"1533","763","article","3 Types Of Stress In Burnout",NULL,"ageoptions"
"1921","916","video","Inhaling Risk: Vaping Among Youth & How To Help",NULL,"kentucky"
"1728","819","elearn","Try It Out: Caring For Yourself",NULL,"empowerline"
"1543","768","video","Webinar: Healing Caregiver Burnout",NULL,"empowerline"
"1890","914","article","Kidney Transplants",NULL,"kentucky"
"1571","797","article","How To Reduce Your Mental Load (& Still Get Everything Done)","Caring For Kids: Stress & Supports","empowerline"
"1572","798","article","A Resilient Parent Profile","Caring For Kids: Stress & Supports","empowerline"
"1573","799","article","Finding Hope & New Possibilities","Caring For Kids: Stress & Supports","empowerline"
"1570","796","article","Guilt & Anger: Feelings Or Fuel","Caring For Kids: Stress & Supports","empowerline"
"1731","828","elearn","Try It Out: Talking About POA",NULL,"empowerline"
"318","318","article","Hallucinations and Brain Changes",NULL,"buchanan"
"188","188","article","Choosing the Right Products when Assisting in the Bathroom",NULL,"buchanan"
"252","252","article","Delirium: Signs and Symptoms",NULL,"buchanan"
"285","285","article","Sexuality and Dementia",NULL,"buchanan"
"1049","462","article","Sundowning",NULL,"kalamazoo"
"1051","465","article","4 Ways To Reduce Agitation","Behavior Changes","kalamazoo"
"1460","729","article","Diabetes Spotlight: Decoding Food Labels & Hidden Sugars","Type 2 Diabetes Care","psa3"
"1738","835","elearn","Meal Planning for Diabetes","Type 2 Diabetes Care","psa3"
"1461","735","article","The Not-So-Secret Treatment For Diabetes","Type 2 Diabetes Care","psa3"
"1212","564","article","Medication List",NULL,"aaanm"
"1223","575","article","Medications That May Cause Memory Problems",NULL,"aaanm"
"273","273","article","Reducing Medication Risks",NULL,"aaanm"
"1785","851","article","Dressing & IDD","IDD: Daily Care","psa3"
"1789","861","video","Medications & IDD",NULL,"aaanm"
"1407","712","article","Medications: Dementia Safety",NULL,"aaanm"
"1783","849","article","Creating A Good Routine","IDD: Daily Care","psa3"
"1927","921","elearn","Getting Unstuck: Moving After Freezing",NULL,"nekcoa"
"1784","850","article","Making Changes To Your Routine","IDD: Daily Care","psa3"
"1786","845","article","How To Help With Dressing For People With IDD","IDD: Daily Care","psa3"
